"","Date","Opp","Result","GS","MP","FG","FGA","TwoP","TwoPA","ThreeP","ThreePA","FT","FTA","FTper","TSper","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","BPM"
"613","2005-03-20","SEA","L 100-102",TRUE,40,"(0.593,2.09]","(-0.00504,1.45]","(-0.964,0.234]","(-1.29,-0.0334]","(0.677,2.29]","(1.44,2.88]","[-1.64,-0.464]","[-1.71,-0.504]","(-1.88,-0.959]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(-0.793,0.779]","(-0.439,0.949]"
"614","2005-03-22","UTA","L 107-115",TRUE,44,"(0.593,2.09]","(-0.00504,1.45]","(-0.964,0.234]","(-1.29,-0.0334]","(3.91,5.53]","(2.88,4.33]","[-1.64,-0.464]","(-0.504,0.694]","(-2.79,-1.88]","(1.34,2.92]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","(-0.069,1.01]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(0.779,2.35]","(0.949,2.34]"
"615","2005-03-24","DEN","L 96-117",TRUE,39,"[-2.4,-0.9]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","[-1.76,-0.679]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","(0.68,2]","(0.723,1.9]","[-1.82,-0.958]","(-0.793,0.779]","(-1.83,-0.439]"
"616","2005-03-27","PHI","L 89-96",TRUE,39,"(-0.9,0.593]","(-0.00504,1.45]","[-2.17,-0.964]","(-1.29,-0.0334]","(2.29,3.91]","(2.88,4.33]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(1.48,2.56]","(1.54,2.71]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","(0.753,1.61]","(0.779,2.35]","(-0.439,0.949]"
"617","2005-03-29","NYK","W 117-107",TRUE,38,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","(0.677,2.29]","(-0.00954,1.44]","(-0.464,0.705]","(0.694,1.89]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"618","2005-03-31","MIN","L 96-105",TRUE,40,"(-0.9,0.593]","(-1.46,-0.00504]","[-2.17,-0.964]","(-1.29,-0.0334]","(0.677,2.29]","(-0.00954,1.44]","(-0.464,0.705]","(0.694,1.89]","(-0.959,-0.0421]","(-0.244,1.34]","(3.17,4.55]","(-0.679,0.399]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"619","2005-04-02","SAS","L 94-95",TRUE,40,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","(-0.00954,1.44]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(1.48,2.56]","(0.373,1.54]","(-0.517,0.715]","(1.01,2.1]","[-0.65,0.68]","(0.723,1.9]","[-1.82,-0.958]","[-2.37,-0.793]","(-1.83,-0.439]"
"621","2005-04-07","HOU","L 100-114",TRUE,42,"[-2.4,-0.9]","(-1.46,-0.00504]","[-2.17,-0.964]","(-1.29,-0.0334]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","(0.398,1.78]","(1.48,2.56]","(1.54,2.71]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"622","2005-04-08","SEA","W 117-94",TRUE,40,"(0.593,2.09]","(-0.00504,1.45]","(-0.964,0.234]","(-1.29,-0.0334]","(2.29,3.91]","(1.44,2.88]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(1.34,2.92]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","(-0.069,1.01]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(0.779,2.35]","(0.949,2.34]"
"623","2005-04-10","SAC","L 105-124",TRUE,36,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-1.88,-0.959]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","(1.01,2.1]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"624","2005-04-11","PHO","L 97-108",TRUE,38,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","[-1.16,-0.069]","(0.68,2]","(0.723,1.9]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"625","2005-04-17","DAL","L 112-114",TRUE,34,"(-0.9,0.593]","(-1.46,-0.00504]","[-2.17,-0.964]","[-2.56,-1.29]","(2.29,3.91]","(1.44,2.88]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(1.34,2.92]","(1.78,3.17]","(-0.679,0.399]","(0.373,1.54]","(0.715,1.95]","(-0.069,1.01]","[-0.65,0.68]","(1.9,3.07]","(-0.958,-0.102]","(-0.793,0.779]","(0.949,2.34]"
"626","2005-04-18","GSW","L 99-126",TRUE,37,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","(-0.504,0.694]","(-0.959,-0.0421]","(-1.83,-0.244]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","(-0.958,-0.102]","(-0.793,0.779]","[-3.22,-1.83]"
"627","2005-04-20","POR","L 103-106",TRUE,37,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-1.29,-0.0334]","[-0.948,0.677]","(-0.00954,1.44]","(1.87,3.04]","(1.89,3.09]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","[-1.76,-0.679]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","(-0.958,-0.102]","(0.779,2.35]","(-0.439,0.949]"
"628","2005-11-02","DEN","W 99-97 (OT)",TRUE,44,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","(0.68,2]","(0.723,1.9]","(0.753,1.61]","(-0.793,0.779]","(-0.439,0.949]"
"629","2005-11-03","PHO","L 112-122",TRUE,41,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.102,0.753]","(0.779,2.35]","(-0.439,0.949]"
"630","2005-11-06","DEN","W 112-92",TRUE,42,"(0.593,2.09]","(1.45,2.91]","(1.43,2.63]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","[-1.71,-0.504]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(0.779,2.35]","(-0.439,0.949]"
"631","2005-11-08","ATL","W 103-97",TRUE,38,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(0.694,1.89]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(1.61,2.47]","(0.779,2.35]","(-0.439,0.949]"
"632","2005-11-09","MIN","L 74-88",TRUE,41,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","(-0.504,0.694]","(-0.959,-0.0421]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"633","2005-11-11","PHI","L 81-85",TRUE,41,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.959,-0.0421]","[-3.42,-1.83]","(0.398,1.78]","(0.399,1.48]","(0.373,1.54]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(0.753,1.61]","[-2.37,-0.793]","(-1.83,-0.439]"
"634","2005-11-14","MEM","L 73-85",TRUE,34,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","[-1.97,-0.794]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.102,0.753]","(-0.793,0.779]","(-1.83,-0.439]"
"635","2005-11-16","NYK","W 97-92",TRUE,44,"(0.593,2.09]","(1.45,2.91]","(1.43,2.63]","(2.49,3.75]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-1.83,-0.244]","(0.398,1.78]","[-1.76,-0.679]","(-0.794,0.373]","[-1.76,-0.517]","(-0.069,1.01]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(0.779,2.35]","(-0.439,0.949]"
"636","2005-11-18","LAC","L 91-97",TRUE,43,"(0.593,2.09]","(1.45,2.91]","(0.234,1.43]","(1.23,2.49]","[-0.948,0.677]","(-0.00954,1.44]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(0.779,2.35]","(-0.439,0.949]"
"637","2005-11-20","CHI","L 93-96",TRUE,46,"(2.09,3.58]","(1.45,2.91]","(1.43,2.63]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(0.694,1.89]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","(-0.069,1.01]","[-0.65,0.68]","(-0.45,0.723]","(-0.102,0.753]","(0.779,2.35]","(-0.439,0.949]"
"638","2005-11-24","SEA","W 108-96",TRUE,39,"(0.593,2.09]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","(0.677,2.29]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(0.753,1.61]","(0.779,2.35]","(-0.439,0.949]"
"639","2005-11-27","NJN","L 96-102 (OT)",TRUE,50,"(0.593,2.09]","(1.45,2.91]","(0.234,1.43]","(1.23,2.49]","(0.677,2.29]","(1.44,2.88]","(1.87,3.04]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","[-1.97,-0.794]","[-1.76,-0.517]","(-0.069,1.01]","[-0.65,0.68]","(0.723,1.9]","(1.61,2.47]","(0.779,2.35]","(0.949,2.34]"
"640","2005-11-29","SAS","L 84-90",TRUE,41,"(-0.9,0.593]","(1.45,2.91]","(0.234,1.43]","(1.23,2.49]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","(1.01,2.1]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"641","2005-12-01","UTA","W 105-101 (OT)",TRUE,44,"(-0.9,0.593]","(1.45,2.91]","(0.234,1.43]","(1.23,2.49]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-1.83,-0.244]","(0.398,1.78]","(-0.679,0.399]","(0.373,1.54]","[-1.76,-0.517]","(-0.069,1.01]","[-0.65,0.68]","[-1.63,-0.45]","(1.61,2.47]","(-0.793,0.779]","(-1.83,-0.439]"
"642","2005-12-02","MIN","L 108-113",TRUE,41,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-1.88,-0.959]","(-0.244,1.34]","(0.398,1.78]","(0.399,1.48]","(0.373,1.54]","(0.715,1.95]","(-0.069,1.01]","[-0.65,0.68]","[-1.63,-0.45]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"643","2005-12-04","CHA","W 99-98",TRUE,40,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-1.83,-0.244]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(-0.793,0.779]","(-1.83,-0.439]"
"644","2005-12-06","MIL","W 111-92",TRUE,41,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","[-1.71,-0.504]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"645","2005-12-07","TOR","W 102-91",TRUE,26,"[-2.4,-0.9]","(-1.46,-0.00504]","[-2.17,-0.964]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","[-3.71,-2.79]","(-1.83,-0.244]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","[-2.37,-0.793]","(-1.83,-0.439]"
"646","2005-12-09","CHI","W 93-80",TRUE,37,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-1.83,-0.244]","[-0.995,0.398]","(1.48,2.56]","(0.373,1.54]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"647","2005-12-10","MIN","L 82-95",TRUE,41,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","(0.677,2.29]","(-0.00954,1.44]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","(1.9,3.07]","[-1.82,-0.958]","(0.779,2.35]","(-0.439,0.949]"
"648","2005-12-12","DAL","W 109-106",TRUE,43,"(0.593,2.09]","(1.45,2.91]","(0.234,1.43]","(1.23,2.49]","(0.677,2.29]","(1.44,2.88]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","(1.01,2.1]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(0.779,2.35]","(0.949,2.34]"
"649","2005-12-14","MEM","W 94-79",TRUE,31,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","(0.398,1.78]","(0.399,1.48]","(0.373,1.54]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(-0.793,0.779]","(0.949,2.34]"
"650","2005-12-16","WAS","W 97-91",TRUE,37,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.959,-0.0421]","(-0.244,1.34]","(0.398,1.78]","(0.399,1.48]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(1.61,2.47]","(0.779,2.35]","(0.949,2.34]"
"651","2005-12-18","HOU","L 74-76",TRUE,38,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","(-0.069,1.01]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(-0.793,0.779]","(0.949,2.34]"
"652","2005-12-20","DAL","W 112-90",TRUE,33,"(2.09,3.58]","(1.45,2.91]","(1.43,2.63]","(-0.0334,1.23]","(0.677,2.29]","(1.44,2.88]","(3.04,4.22]","(3.09,4.3]","(-0.0421,0.879]","(1.34,2.92]","(0.398,1.78]","(-0.679,0.399]","(0.373,1.54]","[-1.76,-0.517]","(1.01,2.1]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(2.35,3.92]","(2.34,3.73]"
"653","2005-12-23","ORL","W 104-88",TRUE,39,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(0.694,1.89]","(-0.959,-0.0421]","(-1.83,-0.244]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(-0.793,0.779]","(-0.439,0.949]"
"654","2005-12-25","MIA","L 92-97",TRUE,44,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(0.705,1.87]","(1.89,3.09]","(-0.959,-0.0421]","(-1.83,-0.244]","(0.398,1.78]","(0.399,1.48]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","(0.68,2]","(-0.45,0.723]","(1.61,2.47]","(0.779,2.35]","(-0.439,0.949]"
"655","2005-12-26","WAS","L 91-94",TRUE,38,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","(-0.958,-0.102]","(-0.793,0.779]","(-1.83,-0.439]"
"656","2005-12-28","MEM","L 99-100 (OT)",TRUE,47,"(0.593,2.09]","(1.45,2.91]","(0.234,1.43]","(1.23,2.49]","(0.677,2.29]","(-0.00954,1.44]","(1.87,3.04]","(1.89,3.09]","(-0.959,-0.0421]","(-1.83,-0.244]","(0.398,1.78]","(-0.679,0.399]","(0.373,1.54]","(-0.517,0.715]","(-0.069,1.01]","[-0.65,0.68]","[-1.63,-0.45]","(1.61,2.47]","(0.779,2.35]","(0.949,2.34]"
"657","2006-01-06","PHI","W 119-93",TRUE,35,"(2.09,3.58]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","(2.29,3.91]","(-0.00954,1.44]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.959,-0.0421]","(1.34,2.92]","[-0.995,0.398]","(1.48,2.56]","(1.54,2.71]","[-1.76,-0.517]","(-0.069,1.01]","[-0.65,0.68]","(1.9,3.07]","(-0.958,-0.102]","(0.779,2.35]","(0.949,2.34]"
"658","2006-01-07","LAC","W 112-109",TRUE,45,"(2.09,3.58]","(2.91,4.37]","(0.234,1.43]","(1.23,2.49]","(2.29,3.91]","(2.88,4.33]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(0.373,1.54]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(2.35,3.92]","(0.949,2.34]"
"659","2006-01-09","IND","W 96-90",TRUE,45,"(0.593,2.09]","(1.45,2.91]","(0.234,1.43]","(1.23,2.49]","[-0.948,0.677]","(-0.00954,1.44]","(1.87,3.04]","(1.89,3.09]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(1.48,2.56]","(1.54,2.71]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(0.753,1.61]","(0.779,2.35]","(0.949,2.34]"
"660","2006-01-11","POR","L 103-113",TRUE,44,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","(0.677,2.29]","(2.88,4.33]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","(1.01,2.1]","[-0.65,0.68]","[-1.63,-0.45]","(1.61,2.47]","(0.779,2.35]","(-0.439,0.949]"
"661","2006-01-12","CLE","W 99-98",TRUE,37,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","(-0.069,1.01]","[-0.65,0.68]","(0.723,1.9]","(0.753,1.61]","(-0.793,0.779]","(-1.83,-0.439]"
"662","2006-01-14","GSW","W 110-104",TRUE,41,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(0.399,1.48]","(0.373,1.54]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(0.779,2.35]","(-0.439,0.949]"
"663","2006-01-16","MIA","W 100-92",TRUE,41,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","[-1.97,-0.794]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(0.779,2.35]","(0.949,2.34]"
"664","2006-01-19","SAC","L 109-118 (OT)",TRUE,44,"(2.09,3.58]","(1.45,2.91]","(1.43,2.63]","(-0.0334,1.23]","(0.677,2.29]","(1.44,2.88]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(1.48,2.56]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(2.35,3.92]","(0.949,2.34]"
"665","2006-01-20","PHO","L 93-106",TRUE,40,"(0.593,2.09]","(1.45,2.91]","(-0.964,0.234]","(-0.0334,1.23]","(0.677,2.29]","(1.44,2.88]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","(1.01,2.1]","[-0.65,0.68]","(-0.45,0.723]","(0.753,1.61]","(0.779,2.35]","(-0.439,0.949]"
"666","2006-01-22","TOR","W 122-104",TRUE,42,"(3.58,5.08]","(2.91,4.37]","(2.63,3.83]","(2.49,3.75]","(2.29,3.91]","(2.88,4.33]","(1.87,3.04]","(1.89,3.09]","(-0.0421,0.879]","(1.34,2.92]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","(1.01,2.1]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(3.92,5.5]","(2.34,3.73]"
"667","2006-01-27","GSW","W 106-105 (OT)",TRUE,49,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(1.87,3.04]","(0.694,1.89]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","(-0.102,0.753]","(-0.793,0.779]","(-1.83,-0.439]"
"668","2006-01-29","DET","L 93-102",TRUE,42,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","(0.677,2.29]","(1.44,2.88]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(0.399,1.48]","(-0.794,0.373]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.102,0.753]","(0.779,2.35]","(-0.439,0.949]"
